ID_Venta,Asesor,Categoria,Monto_Venta
1202,Carlos Arturo Reina,electrodomesticos,1933310.0
1203,Carlos Reina,Electrodomésticos,
1204,Ginna Tatiana Leon,CELULARES,
1205,Heidi Rojas,electrodomesticos,933582.0
1206,Heidi Rojas,Electrodomésticos,1414493.0
1207,Indira Niño,celulares,592348.0
1208,Heidi Rojas,CELULARES,1010104.0
1209,Ginna Tatiana Leon,celulares,1555425.0
1210,Carlos Reina,celulares,217690.0
1211,Heidi Rojas,Electrodomésticos,1213936.0
1212,Ginna Tatiana Leon,CELULARES,265608.0
1213,Indira Niño,CELULARES,1322969.0
1214,Indira Niño,electrodomesticos,1498466.0
1215,,Electrodomésticos,1521053.0
1216,Carlos Reina,Electrodomésticos,1332227.0
1217,Indira Niño,electrodomesticos,733595.0
1218,Indira Niño,Electrodomésticos,899778.0
1219,Carlos Arturo Reina,electrodomesticos,719143.0
1220,,Electrodomésticos,1286839.0
1221,Ginna Tatiana Leon,celulares,1662739.0
1222,Heidi Rojas,CELULARES,838870.0
1223,Ginna Leon,electrodomesticos,1611896.0
1224,Ginna Tatiana Leon,CELULARES,1994574.0
1225,Carlos Reina,electrodomesticos,169970.0
1226,Ginna Tatiana Leon,CELULARES,718891.0
1227,Indira Niño,CELULARES,1749436.0
1228,Heidi Rojas,electrodomesticos,638905.0
1229,Indira Niño,electrodomesticos,810337.0
1230,Indira Niño,celulares,573148.0
1231,Ginna Tatiana Leon,Electrodomésticos,1787342.0
1232,Carlos Reina,Electrodomésticos,
1233,Indira Niño,electrodomesticos,1510000.0
1234,Indira Niño,electrodomesticos,590360.0
1235,Carlos Arturo Reina,electrodomesticos,564240.0
1236,Ginna Tatiana Leon,Electrodomésticos,733738.0
1237,Carlos Reina,CELULARES,
1238,,Electrodomésticos,592411.0
1239,Ginna Leon,Electrodomésticos,1506111.0
1240,Ginna Tatiana Leon,Electrodomésticos,1623788.0
1241,Indira Niño,celulares,1391116.0
1242,Heidi Rojas,celulares,555647.0
1243,Ginna Leon,electrodomesticos,1537975.0
1244,Ginna Tatiana Leon,electrodomesticos,
1245,Carlos Reina,Electrodomésticos,544818.0
1246,Carlos Arturo Reina,celulares,
1247,Ginna Leon,CELULARES,
1248,Ginna Leon,CELULARES,588633.0
1249,Ginna Leon,celulares,403432.0
1250,Carlos Arturo Reina,electrodomesticos,330532.0
1251,Carlos Reina,CELULARES,
1252,Ginna Leon,electrodomesticos,
1253,Ginna Leon,Electrodomésticos,1663773.0
1254,Indira Niño,electrodomesticos,328702.0
1255,Ginna Leon,celulares,1918190.0
1256,Heidi Rojas,Electrodomésticos,165327.0
1257,Indira Niño,Electrodomésticos,326412.0
1258,Indira Niño,celulares,775517.0
1259,Carlos Reina,CELULARES,1427658.0
1260,Ginna Tatiana Leon,electrodomesticos,1352821.0
1261,Indira Niño,Electrodomésticos,1571738.0
1262,Ginna Tatiana Leon,CELULARES,1962461.0
1263,Heidi Rojas,Electrodomésticos,1630108.0
1264,Indira Niño,electrodomesticos,884966.0
1265,Ginna Tatiana Leon,Electrodomésticos,
1266,Carlos Reina,Electrodomésticos,1649367.0
1267,Ginna Leon,celulares,1277732.0
1268,Ginna Tatiana Leon,celulares,1932087.0
1269,Indira Niño,celulares,1359151.0
1270,Carlos Reina,CELULARES,1111224.0
1271,Carlos Reina,electrodomesticos,870831.0
1272,Heidi Rojas,CELULARES,1872418.0
1273,Carlos Arturo Reina,celulares,1479572.0
1274,Heidi Rojas,celulares,1573666.0
1275,Heidi Rojas,electrodomesticos,
1276,Carlos Arturo Reina,Electrodomésticos,
1277,Carlos Reina,celulares,551166.0
1278,Indira Niño,electrodomesticos,753550.0
1279,Carlos Arturo Reina,celulares,426274.0
1280,Carlos Arturo Reina,celulares,670641.0
1281,Indira Niño,Electrodomésticos,968606.0
1282,Carlos Arturo Reina,celulares,332552.0
1283,Ginna Tatiana Leon,Electrodomésticos,746802.0
1284,,Electrodomésticos,214886.0
1285,,electrodomesticos,1709248.0
1286,Heidi Rojas,electrodomesticos,116210.0
1287,Indira Niño,CELULARES,1216906.0
1288,Carlos Arturo Reina,electrodomesticos,
1289,Carlos Reina,Electrodomésticos,
1290,Heidi Rojas,Electrodomésticos,1587927.0
1291,Heidi Rojas,celulares,781088.0
1292,Carlos Arturo Reina,Electrodomésticos,858860.0
1293,Carlos Reina,CELULARES,939804.0
1294,Indira Niño,electrodomesticos,564670.0
1295,Ginna Leon,celulares,339131.0
1296,Ginna Leon,electrodomesticos,1817459.0
1297,Ginna Leon,CELULARES,636804.0
1298,Carlos Arturo Reina,CELULARES,1474702.0
1299,Ginna Tatiana Leon,Electrodomésticos,1282238.0
1300,Indira Niño,electrodomesticos,1415370.0
1301,Indira Niño,celulares,1424110.0
1302,Heidi Rojas,celulares,255589.0
1303,Indira Niño,celulares,
1304,Carlos Reina,celulares,1163398.0
1305,Carlos Arturo Reina,celulares,1798307.0
1306,Ginna Leon,electrodomesticos,1151443.0
1307,Carlos Reina,Electrodomésticos,1985605.0
1308,Ginna Tatiana Leon,celulares,461882.0
1309,,Electrodomésticos,1199051.0
1310,Ginna Leon,electrodomesticos,693270.0
1311,Heidi Rojas,celulares,1457497.0
1312,Heidi Rojas,celulares,910683.0
1313,Ginna Tatiana Leon,CELULARES,1322093.0
1314,Heidi Rojas,electrodomesticos,1564818.0
1315,Ginna Leon,celulares,889953.0
1316,Heidi Rojas,CELULARES,1838452.0
1317,Ginna Tatiana Leon,celulares,987947.0
1318,Carlos Reina,electrodomesticos,549194.0
1319,Indira Niño,CELULARES,388495.0
1320,Heidi Rojas,celulares,1231981.0
1321,Carlos Arturo Reina,celulares,1937928.0
1322,Ginna Leon,Electrodomésticos,479261.0
1323,Carlos Arturo Reina,CELULARES,191629.0
1324,Ginna Tatiana Leon,CELULARES,1380511.0
1325,Ginna Tatiana Leon,Electrodomésticos,601572.0
1326,Indira Niño,CELULARES,1296256.0
1327,Indira Niño,electrodomesticos,1154671.0
1328,Ginna Leon,CELULARES,390242.0
1329,Carlos Reina,Electrodomésticos,1262956.0
1330,Ginna Tatiana Leon,celulares,1700371.0
1331,Indira Niño,CELULARES,292337.0
1332,Ginna Leon,Electrodomésticos,155931.0
1333,Indira Niño,electrodomesticos,271139.0
1334,Carlos Reina,electrodomesticos,1859880.0
1335,Heidi Rojas,CELULARES,701629.0
1336,Indira Niño,CELULARES,1083795.0
1337,Carlos Reina,celulares,
1338,Ginna Leon,Electrodomésticos,704192.0
1339,Carlos Reina,celulares,1439978.0
1340,Indira Niño,celulares,1998230.0
1341,Carlos Arturo Reina,celulares,1305961.0
1342,Ginna Leon,electrodomesticos,1389349.0
1343,Carlos Arturo Reina,Electrodomésticos,1501348.0
1344,Heidi Rojas,celulares,1241022.0
1345,Carlos Arturo Reina,celulares,1085944.0
1346,,Electrodomésticos,631943.0
1347,Heidi Rojas,celulares,1637088.0
1348,Carlos Reina,electrodomesticos,838824.0
1349,Ginna Tatiana Leon,CELULARES,1535883.0
1350,Ginna Tatiana Leon,Electrodomésticos,1801833.0
1351,Ginna Tatiana Leon,Electrodomésticos,
1352,Ginna Leon,celulares,750276.0
1353,Carlos Arturo Reina,Electrodomésticos,1679765.0
1354,Heidi Rojas,electrodomesticos,200252.0
1355,Heidi Rojas,electrodomesticos,871792.0
1356,Indira Niño,Electrodomésticos,910852.0
1357,Ginna Leon,Electrodomésticos,870382.0
1358,Carlos Arturo Reina,electrodomesticos,1624800.0
1359,Indira Niño,CELULARES,773629.0
1360,Heidi Rojas,electrodomesticos,1363789.0
1361,Ginna Leon,Electrodomésticos,188825.0
1362,Heidi Rojas,Electrodomésticos,1759849.0
1363,Carlos Reina,Electrodomésticos,1780020.0
1364,Ginna Leon,celulares,1374172.0
1365,Indira Niño,celulares,594918.0
1366,Heidi Rojas,electrodomesticos,1289598.0
1367,,CELULARES,877968.0
1368,Carlos Reina,CELULARES,934737.0
1369,Heidi Rojas,CELULARES,154344.0
1370,Indira Niño,Electrodomésticos,346962.0
1371,Heidi Rojas,Electrodomésticos,1383199.0
1372,Indira Niño,CELULARES,1888506.0
1373,Ginna Leon,Electrodomésticos,1799769.0
1374,Heidi Rojas,electrodomesticos,1253427.0
1375,Heidi Rojas,CELULARES,1568466.0
1376,Heidi Rojas,CELULARES,521486.0
1377,Ginna Leon,Electrodomésticos,
1378,Heidi Rojas,Electrodomésticos,1256887.0
1379,Carlos Reina,celulares,1603518.0
1380,Carlos Arturo Reina,Electrodomésticos,1826667.0
1381,Ginna Leon,electrodomesticos,1043664.0
1382,Carlos Arturo Reina,electrodomesticos,1838651.0
1383,Ginna Tatiana Leon,CELULARES,370601.0
1384,Carlos Reina,celulares,737795.0
1385,Heidi Rojas,CELULARES,1188207.0
1386,Carlos Reina,electrodomesticos,1255198.0
1387,Ginna Tatiana Leon,electrodomesticos,295933.0
1388,Ginna Leon,CELULARES,1409627.0
1389,Carlos Arturo Reina,electrodomesticos,1281992.0
1390,,celulares,1445225.0
1391,Heidi Rojas,CELULARES,973645.0
1392,Carlos Reina,Electrodomésticos,1244158.0
1393,Heidi Rojas,Electrodomésticos,1793134.0
1394,Heidi Rojas,Electrodomésticos,
1395,Indira Niño,Electrodomésticos,527867.0
1396,Ginna Leon,electrodomesticos,769655.0
1397,Heidi Rojas,Electrodomésticos,877079.0
1398,Carlos Reina,electrodomesticos,356947.0
1399,Ginna Leon,CELULARES,708618.0
1400,Carlos Arturo Reina,Electrodomésticos,1914681.0
1401,Heidi Rojas,electrodomesticos,434165.0
1402,Carlos Arturo Reina,Electrodomésticos,747056.0
1403,Carlos Reina,Electrodomésticos,604844.0
1404,Heidi Rojas,celulares,
1405,Ginna Tatiana Leon,Electrodomésticos,117149.0
1406,Indira Niño,CELULARES,1625694.0
1407,Indira Niño,electrodomesticos,
1408,Carlos Arturo Reina,CELULARES,705241.0
1409,Carlos Arturo Reina,Electrodomésticos,686616.0
1410,Carlos Arturo Reina,celulares,302755.0
1411,Heidi Rojas,electrodomesticos,517454.0
1412,Indira Niño,celulares,
1413,Heidi Rojas,Electrodomésticos,412351.0
1414,Carlos Arturo Reina,CELULARES,1385697.0
1415,Indira Niño,electrodomesticos,1163916.0
1416,Carlos Arturo Reina,Electrodomésticos,728706.0
1417,Carlos Reina,electrodomesticos,329857.0
1418,Carlos Arturo Reina,electrodomesticos,1621115.0
1419,Ginna Tatiana Leon,celulares,656857.0
1420,Carlos Arturo Reina,CELULARES,1323737.0
1421,Carlos Arturo Reina,Electrodomésticos,1527587.0
1422,Carlos Arturo Reina,celulares,1024924.0
1423,Ginna Leon,Electrodomésticos,960623.0
1424,Carlos Arturo Reina,Electrodomésticos,1643162.0
1425,Ginna Tatiana Leon,CELULARES,1276264.0
1426,Ginna Tatiana Leon,Electrodomésticos,757986.0
1427,Indira Niño,electrodomesticos,1517399.0
1428,Ginna Tatiana Leon,electrodomesticos,503207.0
1429,Heidi Rojas,electrodomesticos,724142.0
1430,Ginna Tatiana Leon,CELULARES,1125513.0
1431,Heidi Rojas,electrodomesticos,1302668.0
1432,Indira Niño,Electrodomésticos,1721233.0
1433,Heidi Rojas,celulares,1597662.0
1434,Indira Niño,electrodomesticos,548762.0
1435,Carlos Arturo Reina,electrodomesticos,1559977.0
1436,Carlos Reina,CELULARES,1504743.0
1437,Ginna Leon,CELULARES,
1438,Ginna Tatiana Leon,Electrodomésticos,1716413.0
1439,Carlos Arturo Reina,CELULARES,1946851.0
1440,Indira Niño,CELULARES,702396.0
1441,Ginna Tatiana Leon,celulares,287612.0
1442,Ginna Leon,celulares,467137.0
1443,Ginna Leon,celulares,932557.0
1444,Ginna Leon,electrodomesticos,119434.0
1445,Carlos Arturo Reina,celulares,802634.0
1446,Ginna Tatiana Leon,Electrodomésticos,381437.0
1447,Indira Niño,electrodomesticos,336237.0
1448,Ginna Tatiana Leon,Electrodomésticos,1607009.0
1449,Ginna Tatiana Leon,electrodomesticos,1290723.0
1450,Ginna Leon,CELULARES,1439505.0
1451,Indira Niño,electrodomesticos,1503531.0
1452,Ginna Leon,Electrodomésticos,620192.0
1453,,Electrodomésticos,1680742.0
1454,Heidi Rojas,electrodomesticos,1301410.0
1455,,electrodomesticos,230284.0
1456,Indira Niño,electrodomesticos,1538800.0
1457,Ginna Tatiana Leon,electrodomesticos,1439474.0
1458,Heidi Rojas,electrodomesticos,559545.0
1459,Indira Niño,CELULARES,1370326.0
1460,Ginna Tatiana Leon,Electrodomésticos,1781905.0
1461,Ginna Leon,CELULARES,1349513.0
1462,Carlos Reina,Electrodomésticos,858717.0
1463,Carlos Arturo Reina,celulares,
1464,Carlos Arturo Reina,CELULARES,414263.0
1465,Carlos Arturo Reina,Electrodomésticos,530758.0
1466,Indira Niño,celulares,1034244.0
1467,Indira Niño,CELULARES,1057975.0
1468,Carlos Arturo Reina,Electrodomésticos,746278.0
1469,Indira Niño,electrodomesticos,1664065.0
1470,Carlos Reina,celulares,1568813.0
1471,Carlos Reina,celulares,1090005.0
1472,,Electrodomésticos,384014.0
1473,Ginna Tatiana Leon,Electrodomésticos,1969262.0
1474,Indira Niño,Electrodomésticos,1487879.0
1475,Ginna Leon,electrodomesticos,1226712.0
1476,Ginna Leon,CELULARES,1685823.0
1477,,electrodomesticos,1608049.0
1478,Carlos Arturo Reina,Electrodomésticos,619070.0
1479,Ginna Leon,electrodomesticos,1935444.0
1480,Carlos Reina,celulares,979211.0
1481,Carlos Reina,CELULARES,311595.0
1482,Indira Niño,celulares,192771.0
1483,Ginna Leon,CELULARES,1727523.0
1484,Carlos Arturo Reina,electrodomesticos,1634103.0
1485,Carlos Arturo Reina,electrodomesticos,1937646.0
1486,Ginna Tatiana Leon,CELULARES,677039.0
1487,Carlos Arturo Reina,CELULARES,995904.0
1488,Carlos Reina,electrodomesticos,1507907.0
1489,Carlos Arturo Reina,electrodomesticos,956181.0
1490,Indira Niño,CELULARES,1093040.0
1491,Ginna Leon,electrodomesticos,402727.0
1492,Carlos Reina,Electrodomésticos,1268715.0
1493,Indira Niño,CELULARES,792611.0
1494,Indira Niño,electrodomesticos,1619564.0
1495,Carlos Reina,electrodomesticos,1368712.0
1496,Carlos Reina,CELULARES,1332252.0
1497,Carlos Arturo Reina,CELULARES,1923418.0
1498,Heidi Rojas,celulares,498508.0
1499,Carlos Reina,Electrodomésticos,1558834.0
1500,Ginna Leon,Electrodomésticos,1257794.0
1501,Heidi Rojas,Electrodomésticos,1460467.0
1502,Heidi Rojas,electrodomesticos,1142866.0
1503,Ginna Tatiana Leon,Electrodomésticos,771577.0
1504,Heidi Rojas,electrodomesticos,1279699.0
1505,Ginna Tatiana Leon,CELULARES,
1506,Carlos Arturo Reina,Electrodomésticos,511443.0
1507,Indira Niño,CELULARES,1472812.0
1508,Heidi Rojas,electrodomesticos,1124712.0
1509,Ginna Tatiana Leon,Electrodomésticos,1636734.0
1510,Ginna Leon,CELULARES,1124073.0
1511,Carlos Arturo Reina,celulares,1859654.0
1512,Ginna Tatiana Leon,celulares,964849.0
1513,Ginna Tatiana Leon,CELULARES,
1514,Ginna Leon,Electrodomésticos,1395694.0
1515,Carlos Arturo Reina,Electrodomésticos,132991.0
1516,,Electrodomésticos,
1517,Heidi Rojas,electrodomesticos,
1518,Ginna Tatiana Leon,Electrodomésticos,475949.0
1519,Carlos Reina,CELULARES,1399774.0
1520,Heidi Rojas,electrodomesticos,265715.0
1521,Indira Niño,Electrodomésticos,1562210.0
1522,Ginna Tatiana Leon,celulares,1899816.0
1523,Carlos Reina,celulares,890981.0
1524,Carlos Reina,celulares,273405.0
1525,Indira Niño,electrodomesticos,1899273.0
1526,Carlos Arturo Reina,celulares,1990106.0
1527,Carlos Arturo Reina,Electrodomésticos,255919.0
1528,Heidi Rojas,celulares,1883475.0
1529,Ginna Leon,CELULARES,1594664.0
1530,Carlos Reina,electrodomesticos,604306.0
1531,Indira Niño,electrodomesticos,1651358.0
1532,Ginna Tatiana Leon,celulares,825319.0
1533,Indira Niño,CELULARES,814274.0
1534,Carlos Arturo Reina,Electrodomésticos,784461.0
1535,,electrodomesticos,1044872.0
1536,Heidi Rojas,Electrodomésticos,1525423.0
1537,Indira Niño,celulares,719455.0
1538,Ginna Tatiana Leon,celulares,423424.0
1539,Ginna Tatiana Leon,CELULARES,764122.0
1540,Carlos Reina,celulares,1032678.0
1541,Heidi Rojas,celulares,492989.0
1542,Carlos Arturo Reina,Electrodomésticos,287944.0
1543,Carlos Reina,electrodomesticos,125880.0
1544,Indira Niño,celulares,1273433.0
1545,Ginna Leon,CELULARES,455470.0
1546,Heidi Rojas,electrodomesticos,232680.0
1547,Heidi Rojas,Electrodomésticos,1741370.0
1548,Heidi Rojas,CELULARES,1139773.0
1549,Ginna Leon,Electrodomésticos,738914.0
1550,,Electrodomésticos,1400637.0
1551,Heidi Rojas,Electrodomésticos,1810176.0
1552,Ginna Tatiana Leon,CELULARES,1365025.0
1553,Ginna Leon,Electrodomésticos,935168.0
1554,Heidi Rojas,Electrodomésticos,1739919.0
1555,Indira Niño,electrodomesticos,924044.0
1556,Carlos Arturo Reina,CELULARES,1244267.0
1557,Carlos Arturo Reina,celulares,1068091.0
1558,Ginna Leon,Electrodomésticos,1843324.0
1559,Indira Niño,Electrodomésticos,735086.0
1560,Ginna Tatiana Leon,CELULARES,1754813.0
1561,Indira Niño,Electrodomésticos,1220649.0
1562,Ginna Tatiana Leon,Electrodomésticos,1758261.0
1563,Ginna Tatiana Leon,celulares,620578.0
1564,Heidi Rojas,CELULARES,192896.0
1565,Ginna Tatiana Leon,Electrodomésticos,795408.0
1566,Indira Niño,celulares,
1567,Carlos Arturo Reina,CELULARES,920267.0
1568,Ginna Tatiana Leon,CELULARES,151511.0
1569,Heidi Rojas,Electrodomésticos,280050.0
1570,Ginna Tatiana Leon,CELULARES,819462.0
1571,Ginna Leon,Electrodomésticos,304730.0
1572,Ginna Tatiana Leon,Electrodomésticos,729699.0
1573,,celulares,
